"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-05","0.02","0.0","0.0","77","54","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-06","0.02","0.0","0.0","73","60","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-07","0.51","0.0","0.0","66","43","45"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-08","0.00","0.0","0.0","62","40","41"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-09","0.00","0.0","0.0","59","36","47"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-10","0.00","0.0","0.0","60","41","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-11","0.00","0.0","0.0","50","43","47"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-12","0.01","0.0","0.0","63","39","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-13","0.00","0.0","0.0","70","41","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-14","0.00","0.0","0.0","80","41","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-15","0.00","0.0","0.0","82","46","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-16","0.00","0.0","0.0","85","58","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-17","0.00","0.0","0.0","87","64","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-18","0.00","0.0","0.0","88","62","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-19","0.72","0.0","0.0","84","63","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-20","0.11","0.0","0.0","82","63","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-21","0.38","0.0","0.0","80","55","61"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-22","0.00","0.0","0.0","83","58","60"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-23","0.00","0.0","0.0","87","55","68"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-24","0.00","0.0","0.0","90","60","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-25","0.02","0.0","0.0","88","59","70"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-26","0.00","0.0","0.0","86","62","64"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-27","0.50","0.0","0.0","80","58","60"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-28","0.04","0.0","0.0","80","56","64"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-29","0.00","0.0","0.0","88","61","63"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-30","0.11","0.0","0.0","82","59","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-31","0.00","0.0","0.0","82","56","59"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-01","0.00","0.0","0.0","86","54","75"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-02","0.01","0.0","0.0","80","62","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-03","0.00","0.0","0.0","86","60","64"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-04","0.00","0.0","0.0","91","58","67"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-05","0.00","0.0","0.0","93","61","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-06","0.00","0.0","0.0","84","61","76"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-07","0.00","0.0","0.0","82","58","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-08","0.00","0.0","0.0","84","62","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-09","0.00","0.0","0.0","87","56","69"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-10","0.00","0.0","0.0","91","64","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-11","0.00","0.0","0.0","91","68","75"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-12","0.01","0.0","0.0","91","72","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-13","0.00","0.0","0.0","81","64","67"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-14","0.50","0.0","0.0","80","60","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-15","0.04","0.0","0.0","84","58","67"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-16","0.00","0.0","0.0","91","63","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-17","0.47","0.0","0.0","74","58","59"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-18","0.00","0.0","0.0","78","53","65"
